01-01-00,544.4745917737838
01-01-01,544.8605659846494
01-01-02,545.1492418110537
01-01-03,545.2997217793989
01-01-04,545.4634773337169
01-01-05,545.6670591415832
01-01-06,545.9326301115068
01-01-07,545.8637164496095
01-01-08,544.7255262612105
01-01-09,542.3441331827166
01-01-10,539.5528664299925
01-01-11,535.378081590906
01-01-12,532.4121591222032
01-01-13,533.0709369625931
01-01-14,535.2944674248832
01-01-15,536.5641296045205
01-01-16,537.5264523364442
01-01-17,539.5046160374607
01-01-18,541.3005568284492
01-01-19,542.319413473389
01-01-20,543.0780594912038
01-01-21,543.3376102314993
01-01-22,543.3090023924818
01-01-23,543.1987553007018
01-02-00,543.0185481856547
01-02-01,542.9190602578421
01-02-02,543.2635366704856
01-02-03,543.1951197871796
01-02-04,543.7907463469061
01-02-05,544.4112064020135
01-02-06,544.5787057207
01-02-07,544.6137067179117
01-02-08,544.3805426994957
01-02-09,543.725176852646
01-02-10,541.3770430839002
01-02-11,537.6482075796024
01-02-12,533.7010371739749
01-02-13,532.9692485009822
01-02-14,534.4427152149316
01-02-15,536.0896000000016
01-02-16,538.1838487566315
01-02-17,540.0878066517698
01-02-18,541.2116342825273
01-02-19,542.057870737837
01-02-20,542.7646924565327
01-02-21,543.2774856260592
01-02-22,543.4042660409182
01-02-23,543.7059775533005
01-03-00,544.0260614349748
01-03-01,544.2641257150939
01-03-02,544.2086541619425
01-03-03,543.9800887114816
01-03-04,543.9532249228995
01-03-05,543.9242804918985
01-03-06,544.3589679462058
01-03-07,544.4970904132816
01-03-08,544.0739643724696
01-03-09,543.7364159709491
01-03-10,542.8650232142822
01-03-11,538.7854459554134
01-03-12,534.3278698681712
01-03-13,531.8539994127979
01-03-14,532.5962349666563
01-03-15,533.9843015301543
01-03-16,535.7332870997275
01-03-17,538.3356781249967
01-03-18,540.2605767567659
01-03-19,541.3501859012507
01-03-20,542.1097081497046
01-03-21,542.5401412776349
01-03-22,542.9323433384998
01-03-23,543.2383677744878
01-04-00,543.3430427231401
01-04-01,543.4271399030313
01-04-02,543.6657831632641
01-04-03,543.6192215258187
01-04-04,543.4246615494238
01-04-05,543.4383372047361
01-04-06,543.5664920889606
01-04-07,543.4252721004069
01-04-08,542.6610307875111
01-04-09,540.9851113518764
01-04-10,538.4523095869293
01-04-11,535.0877878862806
01-04-12,533.1351914873072
01-04-13,532.7613464120341
01-04-14,533.587838178058
01-04-15,535.1421692878405
01-04-16,536.6233108524926
01-04-17,538.5493384332975
01-04-18,540.4470412816713
01-04-19,541.670113979116
01-04-20,542.2458575811612
01-04-21,542.8006637742653
01-04-22,543.0214392420289
01-04-23,543.190381172397
01-05-00,543.3020219770822
01-05-01,543.3074862695793
01-05-02,543.2683552668765
01-05-03,543.4243595982815
01-05-04,543.8336672534298
01-05-05,544.1854004483134
01-05-06,544.4506193751811
01-05-07,544.594527257387
01-05-08,543.7943719811042
01-05-09,541.2680511257888
01-05-10,538.8163948504488
01-05-11,537.5757840922348
01-05-12,536.4301740659353
01-05-13,535.1005896710839
01-05-14,535.06590626279
01-05-15,535.1167614952625
01-05-16,535.6297538769271
01-05-17,537.3759321676139
01-05-18,539.4162233833699
01-05-19,540.5385281036516
01-05-20,541.4789601216415
01-05-21,542.3703465157306
01-05-22,543.0396102729708
01-05-23,543.4390171919798
01-06-00,543.5868244169709
01-06-01,543.7937394854531
01-06-02,543.981764532445
01-06-03,544.099273112554
01-06-04,544.1557750837097
01-06-05,544.3519913128587
01-06-06,544.3587442493026
01-06-07,544.2879609969091
01-06-08,544.2817837885057
01-06-09,543.7725895054258
01-06-10,542.6105510008919
01-06-11,540.0076963774465
01-06-12,535.8087457473403
01-06-13,533.0744823006155
01-06-14,532.8377020901758
01-06-15,534.1035891931293
01-06-16,535.8916791848612
01-06-17,538.5577394992198
01-06-18,539.8775031610967
01-06-19,540.6080066568068
01-06-20,540.9623127423762
01-06-21,541.1526375690497
01-06-22,541.468806282894
01-06-23,542.0570929577317
01-07-00,542.4491703839494
01-07-01,542.4344686963898
01-07-02,542.2007371838026
01-07-03,542.511577918064
01-07-04,542.7982020141801
01-07-05,542.8750285393257
01-07-06,542.7078095451972
01-07-07,542.686295346223
01-07-08,541.7594109410411
01-07-09,539.9054959839392
01-07-10,536.2757441218315
01-07-11,532.1614453729679
01-07-12,532.1871475205461
01-07-13,531.213358863638
01-07-14,532.5168582395905
01-07-15,533.3434004268612
01-07-16,534.260743354067
01-07-17,536.0179977092761
01-07-18,537.4936501293499
01-07-19,538.5405210122302
01-07-20,539.3544489115083
01-07-21,540.0069754796776
01-07-22,540.492197677034
01-07-23,541.0003192794857
01-08-00,541.349030415258
01-08-01,541.9578064470234
01-08-02,542.5518919484266
01-08-03,542.6966040011451
01-08-04,542.8610621954572
01-08-05,542.9827544637945
01-08-06,542.9402092534722
01-08-07,542.8668539108484
01-08-08,541.5141994109381
01-08-09,538.727066884223
01-08-10,536.1344832714831
01-08-11,532.8560760615584
01-08-12,531.3080853333396
01-08-13,530.4973070190141
01-08-14,530.4054218511205
01-08-15,531.9243698385317
01-08-16,533.0111139854212
01-08-17,535.6160533857854
01-08-18,538.1273410760028
01-08-19,539.4812689104405
01-08-20,540.1113181384806
01-08-21,540.045691852484
01-08-22,540.6743750782412
01-08-23,541.1947276201128
01-09-00,541.7729794374202
01-09-01,541.846435101938
01-09-02,542.542443907915
01-09-03,543.0495749142924
01-09-04,543.3034381911009
01-09-05,543.2714678421503
01-09-06,543.2469878275543
01-09-07,543.2827286399553
01-09-08,542.4976509570726
